ID,y
8332,C1
8333,C1
8334,C1
8335,C1
8336,C1
8337,C1
8338,C1
8339,C1
8340,C1
8341,C1
8342,C1
8343,C1
8344,C3
8345,C5
8346,C1
8347,C1
8348,C1
8349,C1
8350,C1
8351,C1
8352,C1
8353,C1
8354,C1
8355,C1
8356,C1
8357,C1
8358,C1
8359,C1
8360,C1
8361,C2
8362,C1
8363,C1
8364,C1
8365,C1
8366,C1
8367,C1
8368,C1
8369,C1
8370,C1
8371,C1
8372,C1
8373,C1
8374,C1
8375,C1
8376,C1
8377,C1
8378,C1
8379,C1
8380,C1
8381,C1
8382,C2
8383,C1
8384,C1
8385,C1
8386,C1
8387,C1
8388,C1
8389,C1
8390,C1
8391,C1
8392,C1
8393,C1
8394,C1
8395,C1
8396,C6
8397,C1
8398,C1
8399,C1
8400,C1
8401,C1
8402,C1
8403,C1
8404,C1
8405,C1
8406,C1
8407,C1
8408,C1
8409,C1
8410,C1
8411,C1
8412,C1
8413,C1
8414,C1
8415,C1
8416,C1
8417,C1
8418,C1
8419,C1
8420,C1
8421,C1
8422,C1
8423,C1
8424,C1
8425,C1
8426,C1
8427,C1
8428,C1
8429,C4
8430,C1
8431,C1
8432,C1
8433,C1
8434,C1
8435,C1
8436,C1
8437,C1
8438,C1
8439,C1
8440,C1
8441,C1
8442,C1
8443,C1
8444,C1
8445,C1
8446,C1
8447,C1
8448,C1
8449,C1
8450,C1
8451,C1
8452,C1
8453,C1
8454,C1
8455,C1
8456,C4
8457,C1
8458,C1
8459,C1
8460,C1
8461,C1
8462,C5
8463,C1
8464,C1
8465,C1
8466,C1
8467,C1
8468,C1
8469,C1
8470,C1
8471,C1
8472,C1
8473,C1
8474,C1
8475,C1
8476,C2
8477,C1
8478,C1
8479,C1
8480,C1
8481,C1
8482,C1
8483,C1
8484,C1
8485,C1
8486,C1
8487,C1
8488,C1
8489,C1
8490,C1
8491,C1
8492,C1
8493,C1
8494,C1
8495,C1
8496,C1
8497,C1
8498,C1
8499,C1
8500,C1
8501,C1
8502,C1
8503,C1
8504,C1
8505,C1
8506,C6
8507,C1
8508,C1
8509,C1
8510,C1
8511,C1
8512,C1
8513,C1
8514,C1
8515,C1
8516,C1
8517,C1
8518,C1
8519,C1
8520,C1
8521,C1
8522,C1
8523,C4
8524,C1
8525,C1
8526,C1
8527,C1
8528,C1
8529,C1
8530,C1
8531,C1
8532,C1
8533,C1
8534,C1
8535,C1
8536,C1
8537,C1
8538,C1
8539,C1
8540,C1
8541,C1
8542,C1
8543,C1
8544,C1
8545,C1
8546,C1
8547,C1
8548,C1
8549,C1
8550,C1
8551,C1
8552,C1
8553,C1
8554,C1
8555,C1
8556,C1
8557,C1
8558,C1
8559,C1
8560,C1
8561,C1
8562,C1
8563,C1
8564,C1
8565,C1
8566,C1
8567,C1
8568,C1
8569,C1
8570,C1
8571,C1
8572,C1
8573,C1
8574,C1
8575,C1
8576,C1
8577,C1
8578,C1
8579,C1
8580,C1
8581,C1
8582,C1
8583,C1
8584,C1
8585,C1
8586,C1
8587,C1
8588,C1
8589,C1
8590,C1
8591,C1
8592,C1
8593,C4
8594,C1
8595,C1
8596,C1
8597,C1
8598,C1
8599,C1
8600,C1
8601,C1
8602,C1
8603,C1
8604,C1
8605,C1
8606,C1
8607,C1
8608,C1
8609,C1
8610,C1
8611,C1
8612,C1
8613,C1
8614,C1
8615,C1
8616,C1
8617,C1
8618,C1
8619,C1
8620,C1
8621,C1
8622,C1
8623,C1
8624,C1
8625,C1
8626,C1
8627,C1
8628,C1
8629,C1
8630,C1
8631,C1
8632,C1
8633,C1
8634,C1
8635,C1
8636,C1
8637,C1
8638,C1
8639,C1
8640,C1
8641,C1
8642,C1
8643,C1
8644,C1
8645,C1
8646,C1
8647,C1
8648,C1
8649,C1
8650,C1
8651,C1
8652,C1
8653,C1
8654,C1
8655,C1
8656,C1
8657,C1
8658,C1
8659,C1
8660,C1
8661,C1
8662,C1
8663,C1
8664,C1
8665,C1
8666,C1
8667,C1
8668,C1
8669,C1
8670,C1
8671,C1
8672,C1
8673,C1
8674,C1
8675,C1
8676,C1
8677,C1
8678,C1
8679,C1
8680,C1
8681,C1
8682,C2
8683,C1
8684,C4
8685,C1
8686,C1
8687,C1
8688,C4
8689,C1
8690,C1
8691,C1
8692,C1
8693,C1
8694,C1
8695,C1
8696,C1
8697,C1
8698,C1
8699,C1
8700,C1
8701,C1
8702,C1
8703,C1
8704,C1
8705,C1
8706,C1
8707,C1
8708,C1
8709,C1
8710,C1
8711,C1
8712,C1
8713,C1
8714,C1
8715,C1
8716,C1
8717,C1
8718,C1
8719,C1
8720,C1
8721,C3
8722,C1
8723,C1
8724,C1
8725,C3
8726,C1
8727,C1
8728,C1
8729,C1
8730,C1
8731,C1
8732,C1
8733,C1
8734,C1
8735,C1
8736,C1
8737,C1
8738,C1
8739,C1
8740,C1
8741,C1
8742,C1
8743,C1
8744,C1
8745,C1
8746,C1
8747,C1
8748,C1
8749,C1
8750,C1
8751,C1
8752,C1
8753,C1
8754,C1
8755,C1
8756,C1
8757,C1
8758,C1
8759,C1
8760,C1
8761,C1
8762,C1
8763,C1
8764,C6
8765,C6
8766,C1
8767,C1
8768,C1
8769,C1
8770,C1
8771,C1
8772,C1
8773,C1
8774,C1
8775,C1
8776,C1
8777,C1
8778,C1
8779,C1
8780,C1
8781,C1
8782,C1
8783,C1
8784,C1
8785,C1
8786,C1
8787,C1
8788,C1
8789,C1
8790,C1
8791,C1
8792,C1
8793,C1
8794,C1
8795,C1
8796,C1
8797,C1
8798,C1
8799,C1
8800,C1
8801,C1
8802,C1
8803,C1
8804,C1
8805,C1
8806,C3
8807,C1
8808,C1
8809,C1
8810,C3
8811,C1
8812,C1
8813,C1
8814,C1
8815,C1
8816,C1
8817,C1
8818,C1
8819,C1
8820,C1
8821,C1
8822,C1
8823,C1
8824,C1
8825,C1
8826,C1
8827,C1
8828,C1
8829,C1
8830,C1
8831,C1
8832,C1
8833,C1
8834,C1
8835,C1
8836,C1
8837,C1
8838,C1
8839,C1
8840,C1
8841,C1
8842,C1
8843,C1
8844,C1
8845,C1
8846,C1
8847,C1
8848,C1
8849,C1
8850,C1
8851,C1
8852,C5
8853,C1
8854,C1
8855,C1
8856,C1
8857,C1
8858,C1
8859,C1
8860,C1
8861,C1
8862,C1
8863,C1
8864,C1
8865,C1
8866,C1
8867,C1
8868,C1
8869,C1
8870,C1
8871,C1
8872,C1
8873,C1
8874,C1
8875,C1
8876,C1
8877,C1
8878,C1
8879,C1
8880,C1
8881,C1
8882,C1
8883,C1
8884,C1
8885,C1
8886,C1
8887,C1
8888,C1
8889,C1
8890,C1
8891,C1
8892,C1
8893,C1
8894,C1
8895,C1
8896,C1
8897,C1
8898,C1
8899,C1
8900,C1
8901,C1
8902,C1
8903,C1
8904,C1
8905,C1
8906,C1
8907,C1
8908,C1
8909,C1
8910,C1
8911,C1
8912,C3
8913,C1
8914,C1
8915,C1
8916,C5
8917,C1
8918,C1
8919,C1
8920,C1
8921,C1
8922,C1
8923,C1
8924,C1
8925,C1
8926,C1
8927,C1
8928,C1
8929,C1
8930,C1
8931,C1
8932,C1
8933,C1
8934,C1
8935,C1
8936,C1
8937,C1
8938,C1
8939,C1
8940,C1
8941,C1
8942,C1
8943,C1
8944,C1
8945,C1
8946,C1
8947,C1
8948,C1
8949,C1
8950,C1
8951,C1
8952,C1
8953,C1
8954,C1
8955,C1
8956,C1
8957,C1
8958,C1
8959,C1
8960,C1
8961,C1
8962,C1
8963,C1
8964,C1
8965,C1
8966,C1
8967,C1
8968,C1
8969,C1
8970,C1
8971,C1
8972,C1
8973,C1
8974,C1
8975,C1
8976,C1
8977,C1
8978,C1
8979,C1
8980,C1
8981,C1
8982,C1
8983,C1
8984,C1
8985,C1
8986,C1
8987,C1
8988,C1
8989,C1
8990,C1
8991,C1
8992,C1
8993,C1
8994,C1
8995,C1
8996,C2
8997,C1
8998,C1
8999,C1
9000,C1
9001,C1
9002,C1
9003,C1
9004,C1
9005,C1
9006,C1
9007,C1
9008,C1
9009,C1
9010,C1
9011,C1
9012,C1
9013,C6
9014,C1
9015,C1
9016,C1
9017,C1
9018,C1
9019,C1
9020,C1
9021,C1
9022,C1
9023,C1
9024,C1
9025,C1
9026,C1
9027,C1
9028,C1
9029,C1
9030,C1
9031,C1
9032,C1
9033,C1
9034,C1
9035,C1
9036,C1
9037,C1
9038,C1
9039,C1
9040,C1
9041,C1
9042,C1
9043,C1
9044,C1
9045,C1
9046,C1
9047,C1
9048,C1
9049,C1
9050,C1
9051,C1
9052,C1
9053,C1
9054,C1
9055,C1
9056,C1
9057,C1
9058,C1
9059,C1
9060,C1
9061,C1
9062,C1
9063,C1
9064,C1
9065,C1
9066,C1
9067,C1
9068,C1
9069,C1
9070,C1
9071,C1
9072,C1
9073,C1
9074,C1
9075,C1
9076,C1
9077,C1
9078,C1
9079,C1
9080,C1
9081,C1
9082,C1
9083,C1
9084,C1
9085,C1
9086,C6
9087,C3
9088,C1
9089,C1
9090,C1
9091,C1
9092,C1
9093,C3
9094,C1
9095,C1
9096,C1
9097,C1
9098,C1
9099,C1
9100,C1
9101,C1
9102,C1
9103,C1
9104,C1
9105,C1
9106,C1
9107,C1
9108,C1
9109,C1
9110,C1
9111,C1
9112,C1
9113,C1
9114,C1
9115,C1
9116,C1
9117,C1
9118,C1
9119,C1
9120,C1
9121,C1
9122,C1
9123,C1
9124,C1
9125,C1
9126,C1
9127,C1
9128,C1
9129,C1
9130,C1
9131,C1
9132,C1
9133,C1
9134,C1
9135,C1
9136,C1
9137,C1
9138,C1
9139,C1
9140,C1
9141,C1
9142,C1
9143,C1
9144,C1
9145,C1
9146,C1
9147,C1
9148,C1
9149,C1
9150,C1
9151,C1
9152,C1
9153,C1
9154,C1
9155,C1
9156,C1
9157,C1
9158,C1
9159,C1
9160,C1
9161,C1
9162,C1
9163,C1
9164,C1
9165,C1
9166,C1
9167,C1
9168,C1
9169,C1
9170,C1
9171,C6
9172,C1
9173,C1
9174,C1
9175,C1
9176,C1
9177,C1
9178,C1
9179,C1
9180,C1
9181,C1
9182,C1
9183,C1
9184,C1
9185,C1
9186,C1
9187,C1
9188,C1
9189,C1
9190,C1
9191,C1
9192,C1
9193,C1
9194,C1
9195,C1
9196,C1
9197,C1
9198,C1
9199,C1
9200,C1
9201,C1
9202,C1
9203,C1
9204,C1
9205,C1
9206,C1
9207,C1
9208,C1
9209,C1
9210,C1
9211,C1
9212,C1
9213,C1
9214,C1
9215,C1
9216,C1
9217,C1
9218,C1
9219,C1
9220,C1
9221,C1
9222,C1
9223,C1
9224,C1
9225,C1
9226,C1
9227,C3
9228,C1
9229,C1
9230,C1
9231,C1
9232,C1
9233,C1
9234,C1
9235,C1
9236,C1
9237,C1
9238,C1
9239,C1
9240,C1
9241,C1
9242,C1
9243,C1
9244,C1
9245,C1
9246,C1
9247,C1
9248,C1
9249,C1
9250,C1
9251,C1
9252,C1
9253,C1
9254,C1
9255,C1
9256,C1
9257,C3
9258,C1
9259,C1
9260,C3
9261,C1
9262,C1
9263,C1
9264,C1
9265,C1
9266,C1
9267,C1
9268,C1
9269,C1
9270,C1
9271,C2
9272,C1
9273,C1
9274,C1
9275,C1
9276,C1
9277,C1
9278,C1
9279,C1
9280,C1
9281,C1
9282,C1
9283,C1
9284,C1
9285,C1
9286,C1
9287,C1
9288,C1
9289,C1
9290,C1
9291,C1
9292,C1
9293,C1
9294,C1
9295,C1
9296,C1
9297,C1
9298,C1
9299,C1
9300,C1
9301,C1
9302,C1
9303,C4
9304,C1
9305,C1
9306,C1
9307,C1
9308,C1
9309,C1
9310,C1
9311,C1
9312,C1
9313,C4
9314,C1
9315,C1
9316,C1
9317,C1
9318,C1
9319,C1
9320,C1
9321,C1
9322,C1
9323,C1
9324,C1
9325,C1
9326,C1
9327,C1
9328,C1
9329,C1
9330,C1
9331,C1
9332,C1
9333,C1
9334,C1
9335,C1
9336,C1
9337,C1
9338,C1
9339,C1
9340,C1
9341,C1
9342,C1
9343,C1
9344,C1
9345,C1
9346,C1
9347,C1
9348,C1
9349,C1
9350,C1
9351,C1
9352,C1
9353,C1
9354,C1
9355,C1
9356,C1
9357,C1
9358,C1
9359,C1
9360,C1
9361,C3
9362,C1
9363,C1
9364,C1
9365,C1
9366,C1
9367,C1
9368,C1
9369,C1
9370,C1
9371,C1
9372,C1
9373,C1
9374,C1
9375,C1
9376,C1
9377,C1
9378,C1
9379,C1
9380,C1
9381,C1
9382,C1
9383,C1
9384,C1
9385,C1
9386,C1
9387,C1
9388,C2
9389,C1
9390,C1
9391,C1
9392,C1
9393,C1
9394,C1
9395,C1
9396,C1
9397,C1
9398,C1
9399,C1
9400,C1
9401,C1
9402,C1
9403,C1
9404,C1
9405,C1
9406,C1
9407,C1
9408,C1
9409,C1
9410,C1
9411,C1
9412,C1
9413,C1
9414,C1
9415,C1
9416,C6
9417,C1
9418,C1
9419,C1
9420,C1
9421,C1
9422,C1
9423,C1
9424,C1
9425,C1
9426,C4
9427,C1
9428,C1
9429,C1
9430,C1
9431,C1
9432,C1
9433,C1
9434,C1
9435,C1
9436,C1
9437,C1
9438,C1
9439,C1
9440,C1
9441,C1
9442,C1
9443,C1
9444,C1
9445,C1
9446,C1
9447,C1
9448,C1
9449,C4
9450,C1
9451,C1
9452,C1
9453,C1
9454,C1
9455,C1
9456,C1
9457,C1
9458,C1
9459,C1
9460,C1
9461,C1
9462,C1
9463,C1
9464,C1
9465,C1
9466,C1
9467,C1
9468,C1
9469,C1
9470,C1
9471,C1
9472,C1
9473,C1
9474,C1
9475,C1
9476,C1
9477,C6
9478,C1
9479,C1
9480,C1
9481,C1
9482,C1
9483,C1
9484,C1
9485,C1
9486,C1
9487,C1
9488,C1
9489,C1
9490,C1
9491,C1
9492,C1
9493,C1
9494,C1
9495,C1
9496,C1
9497,C1
9498,C1
9499,C1
9500,C1
9501,C1
9502,C1
9503,C1
9504,C1
9505,C1
9506,C1
9507,C1
9508,C1
9509,C1
9510,C1
9511,C1
9512,C1
9513,C1
9514,C1
9515,C4
9516,C1
9517,C1
9518,C1
9519,C1
9520,C1
9521,C1
9522,C1
9523,C1
9524,C1
9525,C1
9526,C1
9527,C1
9528,C1
9529,C1
9530,C1
9531,C1
9532,C1
9533,C1
9534,C1
9535,C1
9536,C1
9537,C1
9538,C1
9539,C1
9540,C1
9541,C1
9542,C1
9543,C1
9544,C1
9545,C1
9546,C1
9547,C1
9548,C1
9549,C1
9550,C1
9551,C1
9552,C1
9553,C3
9554,C1
9555,C1
9556,C1
9557,C1
9558,C1
9559,C1
9560,C1
9561,C1
9562,C1
9563,C1
9564,C1
9565,C1
9566,C1
9567,C1
9568,C1
9569,C1
9570,C1
9571,C1
9572,C1
9573,C1
9574,C1
9575,C1
9576,C1
9577,C1
9578,C1
9579,C1
9580,C1
9581,C1
9582,C1
9583,C1
9584,C1
9585,C1
9586,C1
9587,C1
9588,C1
9589,C1
9590,C1
9591,C1
9592,C1
9593,C1
9594,C1
9595,C1
9596,C1
9597,C1
9598,C1
9599,C1
9600,C1
9601,C1
9602,C1
9603,C1
9604,C1
9605,C1
9606,C3
9607,C1
9608,C1
9609,C1
9610,C3
9611,C1
9612,C1
9613,C1
9614,C1
9615,C1
9616,C1
9617,C6
9618,C1
9619,C1
9620,C1
9621,C1
9622,C1
9623,C1
9624,C1
9625,C1
9626,C1
9627,C1
9628,C1
9629,C1
9630,C1
9631,C5
9632,C1
9633,C1
9634,C1
9635,C1
9636,C1
9637,C1
9638,C1
9639,C1
9640,C1
9641,C1
9642,C1
9643,C1
9644,C1
9645,C1
9646,C1
9647,C1
9648,C1
9649,C1
9650,C1
9651,C1
9652,C1
9653,C1
9654,C1
9655,C1
9656,C1
9657,C1
9658,C1
9659,C1
9660,C1
9661,C1
9662,C1
9663,C1
9664,C1
9665,C1
9666,C1
9667,C1
9668,C1
9669,C1
9670,C1
9671,C1
9672,C1
9673,C1
9674,C1
9675,C6
9676,C1
9677,C1
9678,C1
9679,C1
9680,C1
9681,C1
9682,C1
9683,C1
9684,C1
9685,C1
9686,C1
9687,C1
9688,C1
9689,C1
9690,C1
9691,C1
9692,C1
9693,C1
9694,C1
9695,C1
9696,C1
9697,C1
9698,C1
9699,C1
9700,C1
9701,C1
9702,C1
9703,C1
9704,C1
9705,C1
9706,C1
9707,C1
9708,C1
9709,C1
9710,C6
9711,C1
9712,C1
9713,C1
9714,C1
9715,C1
9716,C1
9717,C1
9718,C5
9719,C1
9720,C1
9721,C1
9722,C6
9723,C1
9724,C1
9725,C1
9726,C1
9727,C1
9728,C1
9729,C1
9730,C1
9731,C1
9732,C1
9733,C1
9734,C1
9735,C1
9736,C1
9737,C1
9738,C1
9739,C1
9740,C1
9741,C1
9742,C1
9743,C1
9744,C1
9745,C1
9746,C1
9747,C1
9748,C1
9749,C4
9750,C1
9751,C1
9752,C1
9753,C1
9754,C1
9755,C1
9756,C1
9757,C1
9758,C1
9759,C1
9760,C1
9761,C1
9762,C1
9763,C1
9764,C1
9765,C1
9766,C1
9767,C1
9768,C1
9769,C1
9770,C1
9771,C1
9772,C1
9773,C1
9774,C1
9775,C1
9776,C1
9777,C1
9778,C1
9779,C1
9780,C1
9781,C1
9782,C1
9783,C1
9784,C1
9785,C1
9786,C1
9787,C1
9788,C1
9789,C1
9790,C1
9791,C1
9792,C1
9793,C2
9794,C1
9795,C1
9796,C1
9797,C1
9798,C1
9799,C1
9800,C1
9801,C1
9802,C1
9803,C1
9804,C1
9805,C1
9806,C1
9807,C1
9808,C1
9809,C1
9810,C1
9811,C1
9812,C1
9813,C3
9814,C1
9815,C1
9816,C1
9817,C1
9818,C1
9819,C1
9820,C2
9821,C1
9822,C1
9823,C1
9824,C1
9825,C1
9826,C1
9827,C1
9828,C1
9829,C1
9830,C1
9831,C1
9832,C1
9833,C1
9834,C1
9835,C1
9836,C1
9837,C1
9838,C1
9839,C1
9840,C1
9841,C1
9842,C1
9843,C1
9844,C1
9845,C1
9846,C1
9847,C1
9848,C1
9849,C1
9850,C1
9851,C1
9852,C1
9853,C1
9854,C1
9855,C1
9856,C1
9857,C1
9858,C1
9859,C1
9860,C3
9861,C1
9862,C1
9863,C1
9864,C1
9865,C1
9866,C1
9867,C2
9868,C1
9869,C6
9870,C1
9871,C1
9872,C1
9873,C1
9874,C1
9875,C1
9876,C1
9877,C1
9878,C1
9879,C1
9880,C1
9881,C1
9882,C1
9883,C1
9884,C1
9885,C1
9886,C1
9887,C1
9888,C1
9889,C1
9890,C1
9891,C1
9892,C1
9893,C1
9894,C1
9895,C1
9896,C1
9897,C3
9898,C1
9899,C1
9900,C1
9901,C1
9902,C1
9903,C1
9904,C1
9905,C1
9906,C1
9907,C1
9908,C1
9909,C1
9910,C1
9911,C1
9912,C1
9913,C1
9914,C1
9915,C1
9916,C1
9917,C1
9918,C1
9919,C6
9920,C1
9921,C1
9922,C1
9923,C1
9924,C1
9925,C1
9926,C1
9927,C1
9928,C1
9929,C1
9930,C1
9931,C1
9932,C1
9933,C5
9934,C1
9935,C2
9936,C1
9937,C1
9938,C1
9939,C1
9940,C1
9941,C1
9942,C1
9943,C1
9944,C1
9945,C1
9946,C1
9947,C1
9948,C1
9949,C1
9950,C1
9951,C1
9952,C1
9953,C1
9954,C1
9955,C1
9956,C1
9957,C1
9958,C1
9959,C1
9960,C1
9961,C1
9962,C1
9963,C1
9964,C1
9965,C1
9966,C1
9967,C1
9968,C1
9969,C1
9970,C1
9971,C1
9972,C1
9973,C1
9974,C1
9975,C1
9976,C1
9977,C1
9978,C1
9979,C1
9980,C6
9981,C1
9982,C1
9983,C1
9984,C1
9985,C1
9986,C1
9987,C1
9988,C1
9989,C1
9990,C1
9991,C1
9992,C1
9993,C1
9994,C1
9995,C1
9996,C1
9997,C1
9998,C1
9999,C1
10000,C1
